Sentence,Label
brj issue.,1
Job re-run once brj is up and completed successfully.,1
"Duplicate entries in source file , deleted the records and the job completed successfully.",1
Then issue has been fixed and  job has been re-executed and completed successfully.,1
Jobs were re-run successfully.,1
The job has run successfully on rerun,1
brj issue.,1
Job re-run once brj is up and completed successfully.,1
Source file not available.,1
Job re-run once the file is available.,1
Then issue was fixed and job was re-started.,1
Then job was re-started,1
Job has been re-run successfully.,1
On re-run job completed successfully.,1
re-run was successful.,1
This job has been handled at the backend,1
The job ran successfully on re-run,1
Source file issue.,1
Job completed once the file was avaialble.,1
On re-run job completed successfully.,1
self lock script executed,1
Then job has been restarted.,1
Source file issue.,1
Job completed after receiving the file.,1
The job completed successfully on re-executing the job,1
Then issue was fixed and job was re-started.,1
"issue due to TD upgrade,successful on rerun",1
"We have not received the source file for processing, thus the schedule is on hold.",1
We will be releasing the schedule based on the file availability,1
self lock.script executed.,1
Job Abended due to Data Issues (i.e.,1
Duplicates/NULL Values/Invalid Data Format).,1
The issue was fixed and the job was restarted and completed successfully.,1
Then job was re-started and completed.,1
"There were issues in TD upgrade happened over the weekend, later fixed by the TD team after which the jobs were re processed and completed successfully.",1
The issue was fixed and the job was restarted and completed successfully.,1
Job abended as the oraacle source database was down.,1
The job will be restarted once the Oracle server is restarted.,1
Self-lock.,1
Job completed by running the query manually.,1
Then issue was fixed and job was re-started once the issue fixed.,1
"Table locked , release tbload , the job completed successfully.",1
completed on re-run,1
"wnash access issue , on rerun the job completed successfully.",1
Source file not available.,1
Job re-run once the file is available.,1
Confirmed at backend,1
"There were issues in TD upgrade happened over the weekend, later fixed by the TD team after which the jobs were re processed and completed successfully.",1
Job abended as the oraacle source database was down.,1
The job will be restarted once the Oracle server is restarted.,1
Job got abended due to data issue.,1
Then issue has been fixed and job has been re-executed and compelted sucecssfully,1
Then issue has been fixed and job was re-started.,1
completed on re-run,1
wrongly triggered.,1
"Source file unavailability , job completed successfully after receiving the updated file.",1
brj issue.,1
completed on re-run,1
Then issue was fixed and job was restarted.,1
brj issue.,1
completed on re-run,1
"source file issue , rerun was success after receiving the updated file",1
self lock.,1
script executed.,1
The job completed successfully on re-executing the job,1
The job abended due to Database Login Time out issue as there was load in the TD box.,1
We have reexecuted the job after the load was reduced and the job got completed successfully.,1
Self lock.script executed,1
schedule triggered wrongly.,1
Source file issue.,1
Job completed after receiving the file.,1
Then issue was fixed and job was re started,1
brj issue.,1
completed on re-run,1
"source file not available , job completed successfully ,once the source file was available.",1
Source file not available.,1
Job re-run once the file is available.,1
Source file not available.,1
Job re-run once the file is available.,1
The job has been completed succesfully on re-run,1
Then issue was fixed and job was re-started and completed successfully.,1
Then job was re-started,1
brj issue.,1
completed on re-run,1
On re-run completed successfully.,1
Then issue was fixed and job was restarted and completed successfully.,1
Job abended as the oraacle source database was down.,1
The job will be restarted once the Oracle server is restarted.,1
Then issue was fixed and job was re started,1
Then issue was fixed and job was re-started.,1
Completed on re-run.,1
The job was executed successfully on rerun,1
The job completed successfully on re-executing the job,1
Source file not available.,1
Job re-run once the file is available.,1
Then issue has been fixed and job has been re started,1
Then job was re-started.,1
Then issue was fixed and job was re-started once the issue fixed.,1
Source file not available.,1
Job re-run once the file is avaialble.,1
self lock.,1
script executed,1
Job got hanged up and running for longer time.,1
The job completed successfully on re-executing the job,1
On re-run job completed.,1
Then job was re-started,1
The job ran successfully on rerunning,1
Source file not available.,1
Job re-run once the file is available.,1
brj issue.,1
Job re-run once brj is up and completed successfully.,1
Self-lock occured.,1
The batch completed successfully on re-run,1
Job abended as the oraacle source database was down.,1
The job will be restarted once the Oracle server is restarted.,1
"issue with TD upgrade, job has been rerun after fix by TD team which was completed successfully",1
"There were issues in TD upgrade happened over the weekend, later fixed by the TD team after which the jobs were re processed and completed successfully.",1
Then  job has been re-executed and completed successfully.,1
Job was re started and completed successfully.,1
The job was successfully executed on re-run,1
Job was overrunning and hence deadline reached.,1
Then issue was fixed and job was restarted.,1
Self-lock issue.,1
Job completed by running the query manually.,1
The job failed due to TD upgrade issue.It completed successfully after the issue is resolved.,1
Successful on re- run,1
Completed on re-run,1
Then job has been re started once the file have been placed in the path.,1
Then issue was fixed and job was restarted.,1
"There were issues in TD upgrade happened over the weekend, later fixed by the TD team after which the jobs were re processed and completed successfully.",1
brj Environment issue.,1
The job has been ran successfully on rerun,1
Jobs were re-run successfully.,1
"Batch entry was not there , updated the entry to R status f, the job completed successfully.",1
Then issue has been fixed and job was re-started.,1
Then job was re-started,1
The job abended as the source files are not available in the source path.,1
"We have requested the source team to place the file and restarted the job, it got completed successfully.",1
The job abended as the source file is not available in the source path for extraction.,1
We have requested the source team to place the file and restarted the job it got completed successfully.,1
The job was executed successfully on rerun,1
Job got abended due to duplicate issue.,1
Then issue has been fixed and job has been re-executed and completed successfully.,1
completed on re-run,1
Then job was re-started and completed.,1
Then job was restarted and completed successfully.,1
Then job was re-started once the outage has been compelted.,1
Then issue has been fixed and job was re-started.,1
The job abended due to duplicate data issue.,1
The issue was fixed and the job was restarted and completed successfully.,1
brj issue.,1
Job re-run once brj is up and completed successfully.,1
"self lock occurred , completed the job by running the script",1
Then issue has been fixed and job was re-started.,1
Then issue was fixed and job was re started.,1
self lock.,1
script executed.,1
Self-lock occured.,1
Job completed by runningthe query manually.,1
Then issue has been fixed and job has been fixed and job has been re-executed and completed,1
brj issue.,1
Job re-run once brj is up and completed successfully.,1
Source file not available.,1
Job re-run once the file is available.,1
Job got abended due to count mismatch.,1
Then issue has been fixed and job has been re-executed and compelted sucecssfully,1
Then job was re started once the file was placed in the path.,1
Then issue was fixed and job wass re-started,1
"self Lock occurred , completed the job by running the script",1
brj Environment issue.,1
Job was re started once the file was placed in source path.,1
The job abended due to duplicate data issue.,1
The issue was fixed and the job was restarted.,1
Source team is looking into the root issue.,1
Job was marked as completed.,1
"issue with TD upgrade, job has been rerun after fix by TD team which was completed successfully",1
Job was completed successfully on rerun,1
The job abended due to duplicate data issue.,1
The issue was fixed and the job was restarted and completed successfully.,1
Then  job has been re-executed and completed successfully.,1
Then job was re-started and completed successfully.,1
Then job was re-started and completed.,1
completed on re-run,1
Job triggered wrongly.,1
Jobs were re-run successfully.,1
Job got abended due to duplicate issue.,1
Then issue has been fixed and job has been re-executed and completed successfully.,1
The job ran successfully on re-run,1
The job completed successfully on re-executing the job,1
Job completed successfully on re-run.,1
Then  job has been re-executed and completed successfully.,1
Then issue was fixed and job was re-started,1
Jobs were re-run successfully.,1
On re-run job completed successfully.,1
On re-run job completed successfully.,1
brj issue.,1
completed on re-run,1
"Late assignement  to our queue , on rerun the job completed successfully.",1
The job abended due to brj Issue.,1
The issue was fixed and the job was restarted and completed successfully.,1
Then issue was fixed and job was restarted.,1
Completed on re-run.,1
This is a monthly schedule.,1
we will release this schedule whenever its needed,1
Then issue was fixed and job was restarted.,1
rerun of the job completed after data fix.,1
Then job was re-started and completed successfully.,1
The job completed successfully on re-executing the job,1
"Batch entry was not there , updated the entry to R status f, the job completed successfully.",1
"Table locked , release tbload , the job completed successfully.",1
Source file not available.,1
Job re-run once the file is available.,1
self lock.,1
script executed,1
on rerun the job executed successfully,1
Self-lock.,1
Job completed by running the query manually.,1
Job was running for long time and got hanged.,1
"Source file issue , on rerun the job completed successfully after receiving the updated file.",1
The job abended as the source files are not available in the source path.,1
"We have requested the source team to place the file and restarted the job, it got completed successfully.",1
Due to this the stream was active.,1
"We have manually closed the process and restarted the job, it got completed successfully.",1
"There were issues in TD upgrade happened over the weekend, later fixed by the TD team after which the jobs were re processed and completed successfully.",1
the job re-executed and completed successfully.,1
The job completed successfully on re-executing the job,1
manually moved the file.,1
Self-lock.,1
Job completed by running the query manually.,1
Job Abended due to Data Issues (i.e.,1
Duplicates/NULL Values/Invalid Data Format).,1
The issue was fixed and the job was restarted and completed successfully.,1
Source file not available.,1
Job re-run once the file is available.,1
Self-lock occured.,1
job completed manually by running the query.,1
the job re-executed and completed successfully.,1
Source file issue.,1
Then job was re-started.,1
THen job was restarted and completed.,1
Then job was re-started and completed.,1
Then job was re-started,1
brj issue.,1
Job re-run once brj is up and completed successfully.,1
"Self lock occurred , completed the job with script",1
Completed on re-run.,1
Source file not available.,1
Job re-run once the file is available.,1
On re-run job completed successfully.,1
Then  job has been re-executed and completed successfully.,1
job will be run as a part of reference table data load chnage.,1
The job ran successfully on rerun,1
Then job has been re-executed and completed successfully.,1
re-run was successfull.,1
On re-run job completed.,1
The job completed successfully on re-executing the job,1
Then issue was fixed and job was re started,1
The job has been ran successfully on rerun,1
Job was executed successfully on the re-run.,1
Then issue was fixed and job was restarted and completed successfully.,1
Job got abended due to duplicate issue.,1
Then issue has been fixed and job  has been re-executed and completed successfully.,1
brj issue.,1
completed on re-run,1
Jobs were re-run successfully.,1
Wrongly triggered.,1
Released the tbload manually and triggered the job and it was successful on re-run.,1
Then job was re-started,1
self lock.,1
script executed.,1
On re-run job completed successfully.,1
Source file not available.,1
Then issue was fixed and job was re-started.,1
Self-lock occured.,1
"issue due to TD upgrade,successful on rerun",1
"issue due to TD upgrade,successful on rerun",1
self lcok.,1
script executed.,1
Then issue was fixed and job was re-started.,1
Job was executed in backend.,1
The job has been completed succesfully on re-run,1
Source file was not available.,1
The job ran successfully on re-run,1
The job was restarted and completed successfully.,1
The job has been completed succesfully on re-run,1
Then job was re-started,1
"There were issues in TD upgrade happened over the weekend, later fixed by the TD team after which the jobs were re processed and completed successfully.",1
the job completed on rerun,1
Then issue was fixed and job was re started,1
Then  issue was fixed and job was restarted and completed successfully.,1
Then issue was fixed and job was re-started.,1
The job ran successfully on re-run,1
brj issue.,1
completed on re-run,1
wrongly triggred.,1
Then issue was fixed and job was re started,1
Then issue has been fixed and job has been fixed and job has been re-executed and completed,1
Failed due to Target count validation and job was successful on re-run,1
Then issue was fixed and job was re-started.,1
Job got abended due to connectivity issue.,1
Then job has been re-executed and completed successfully.,1
Job Abended due to Data Issues (i.e.,1
Duplicates/NULL Values/Invalid Data Format).,1
The issue was fixed and the job was restarted and completed successfully.,1
The job failed due to TD upgrade issue.It completed successfully after the issue is resolved.,1
Then issue has been fixed and job was re-started.,1
Then job was re-started once the outage has been compelted.,1
THe issue was fixed and the job was restarted and completed successfully.,1
Job was running for longer time than usual.,1
The job has has executed successfully on re-run,1
JOb schedules were kept on hold as the schedules were didnt run for past few days due to file unavailaility.,1
Hence received deadline alert for the same.,1
Then issue has been fixed and job was re-started.,1
self lock.,1
script executed.,1
On re-run job completed successfully.,1
Source file not available.,1
Source file issue.,1
Job completed after receiving the file.,1
Then job was re-started and completed succcessfully.,1
Job completed by manually running the query.,1
Then issue was fixed and job was restarted.,1
"Source file unavailability , job completed successfully after receiving the updated file.",1
Source file issue,1
Job completed at back end successfully.,1
The job was restarted and completed successfully.,1
The job abended due to duplicate data issue.,1
The issue was fixed and the job was restarted.,1
Then job was re-started.,1
brj issue.,1
Job re-run once brj is up and completed successfully.,1
Duplicates were removed and the job completed successfully.,1
schedule triggered wrongly.,1
Job got abended due to duplicate issue.,1
Then issue has been fixed and job  has been re-executed and completed successfully.,1
"There was an issue with TD upgrade, Fix was later provided by TD team after which job has been rerun and completed successfully.",1
"There was an issue with the TD upgrade happened, fix was later provide by DBA after which job has been rerun and completed successfully",1
"self Lock occurred , completed the job by running the script",1
Job was completed successfully on re-run.,1
Source file issue.,1
Job completed after receiving the file.,1
Then issue was fixed and job was re-started.,1
The job has been completed on re-run,1
completed on re-run,1
Job got falied due to connectivity issue.,1
Then job was completed on successful re-run,1
completed on re-run,1
"Since there are issues with Events in brj, we held the LH batched in brj and running them manually.",1
Job got trigerred incorrectly Hence job was manually aborted.,1
Then job was re-started.,1
Then issue was fixed and job was re-started once the issue fixed.,1
rerun was successful,1
Then issue was fixed and job was restarted and completed successfully.,1
Then isuse has been fixed and job was re-started.,1
"tbload was released and the job was restarted, job got completed successfully.",1
Then issue was fixed and job was re started,1
Job got abended due to count mismatch.,1
Then issue has been fixed and job has been re-executed and compelted sucecssfully,1
brj issue.,1
Job re-run once brj is up and completed successfully.,1
The job abended due to Database Login Time out issue as there was load in the TD box.,1
We have reexecuted the job after the load was reduced and the job got completed successfully.,1
The job ran successfully on re-run,1
On re-run job completed successfully.,1
The job completed successfully on re-executing the job,1
moved the row count file from archieve to arrival.,1
Job got abended due to duplicate issue.,1
Then issue has been fixed and job was restarted.,1
"There were issues in TD upgrade happened over the weekend, later fixed by the TD team after which the jobs were re processed and completed successfully.",1
Then job has been re-started.,1
The job ran successfully on re-run,1
The job completed successfully on re-executing the job,1
completed on re-run,1
On re-run after releasing lock completed successfully.,1
completed successfully on re-running,1
Source file not available.,1
Then issue was fixed and job was re-started and completed successfully.,1
TODS issue.,1
Job re-run after removing the space in a substitution parameter.,1
Then JOb was successfully re-processed.,1
JOB WAS EXECUTED SUCCESSFULLY ON RE-RUN,1
Source file issue.,1
Completed on re-run,1
table has been locked.,1
released the tbload and then moved the row count file to arrival area.,1
"There was an issue with TD upgrade, fix was later provided by DBA after which jobs are rerun  and completed successfully",1
schedule triggered wrongly.,1
Then issue has been fixed and job was re-started,1
Then issue has been fixed and job has been re started,1
Then issue was fixed and job was re-started.,1
On re-run job completed successfully.,1
Then job has been restarted.,1
Source file not available.,1
Job re-run once the file is available.,1
Then  job has been re-executed and completed successfully.,1
The job completed successfully on re-executing the job,1
Job was running for longer time.,1
Hence job has been aborted and marked as success.,1
Then job was re-started once the outage has been compelted.,1
successful on rerun,1
"There was an issue with the TD upgrade happened, fix was later provide by DBA after which job has been rerun and completed successfully",1
Job was executed successfully on re run.,1
On re-run job completed successfully.,1
Then issue was fixed and job was re-started once the issue fixed.,1
Then job was re-started and completed successfully,1
The issue was rsolved and the job was restarted and completed successfully.,1
Then job was restarted and completed successfully.,1
The job Abended after running for long time.,1
The next day's backup batch have covered all the backlogs.,1
Issue resolved after rerunning the job,1
"There was an issue with TD upgrade, fix was later provided by DBA after which jobs are rerun  and completed successfully",1
Then issue was fixed and job was re-started and completed successfully.,1
The job abended due to duplicate data issue.,1
The issue has been fixed and the job was restarted and completed successfully.,1
self lock.,1
script executed.,1
The job completed successfully on re-running.,1
Then job was re-started and completed,1
Source file not available.,1
the job ran successfully on re-run,1
"There was an issue with TD upgrade, Fix was later provided by TD team after which job has been rerun and completed successfully.",1
Then issue was fixed and job was re-started.,1
The job has been completed successfully on re-run,1
Then job was re-started.,1
brj issue.,1
completed on re-run,1
on rerun the job completed successfully.,1
Self-lock occured.,1
Job completed after running the query manually.,1
Source file not available.,1
Job re-run once the file is available.,1
Then job was re-started and completed succcessfully.,1
Source file not available.,1
Job re-run once the file is available.,1
re-run was successful.,1
brj issue.,1
Job re-run once brj is up and completed successfully.,1
"source file not available , on rerun the job completed successfully after receiving the updated file.",1
completed on re-run,1
The job failed due to TD upgrade issue.It completed successfully after the issue is resolved.,1
Then issue was fixed and job was re-started,1
Then issue was fixed and job was re-started.,1
Then issue was fixed and job was re-started.,1
re-executed the job and completd successfully.,1
The job completed successfully on re-executing the job,1
Then issue was fixed and job was restarted and completed successfully.,1
triggered wrongly.,1
brj issue.,1
Job re-run once brj is up and completed successfully.,1
re-run was successful.,1
Then job was re-started and completed successfully,1
"wnash access issue , on rerun the job completed successfully.",1
The job ran successfully on re-run,1
"issue with TD upgrade, job has been rerun after fix by TD team which was completed successfully",1
"issue due to TD upgrade,successful on rerun",1
The job was successful on re-executing,1
Then job has been re-executed and completed successfully.,1
Then job was re-started once the issue fixed.,1
"There was an issue with the TD upgrade happened, fix was later provide by DBA after which job has been rerun and completed successfully",1
Then issue was fixed and JOb was restarted and completed,1
"The job abended due to login timeout expired, the job was restarted and completed successfully.",1
Job executed at back end successfully.,1
Then job was re-started.,1
The job ran successfully on re-run,1
"tdata disconnected , on rerun the job completed successfully.",1
On re-run job completed.,1
brj issue.,1
Job re-run once brj is up and completed successfully.,1
Source file not available.,1
Job re-run once the file is avaialble.,1
Job got abended due to duplicate issue.,1
Then issue has been fixed and job has been re-executed and completed successfully.,1
Job was held for manually managing incident raised.,1
this is not an issue hence closing the ticket raised.,1
Job got trigerred wrongly.,1
Source file unavailability.,1
Job completed successfully at back end.,1
completed successfully on re-running,1
rerun was success,1
"There were issues in TD upgrade happened over the weekend, later fixed by the TD team after which the jobs were re processed and completed successfully.",1
"There were issues in TD upgrade happened over the weekend, later fixed by the TD team after which the jobs were re processed and completed successfully.",1
On re-run job completed successfully.,1
duplicates found.,1
delted the duplicates,1
schedule will be released on monday since it is a weekly schedule,1
The job completed successfully on rerun,1
The job completed on rerun,1
Source file not available.,1
Job re-run once the file is avaialble.,1
Then issue was fixed and job was re-started.,1
Self-lock issue.,1
Job completed by running the query manually.,1
Job Abended due to Data Issues (i.e.,1
Duplicates/NULL Values/Invalid Data Format).,1
The issue was fixed and the job was restarted and completed successfully.,1
Then issue was fixed and job was re-started,1
Then issue was fixed and job was re-started.,1
"Duplicate issue in source file , job completed successfully, after we received the correct file",1
it was restarted once it completed.,1
Job executed successfully at back end.,1
On re-run job completed successfully.,1
The job abended due to duplicate data issue.,1
The issue has been fixed and the job has been restarted and completed successfully,1
Then issue was fixed and job was re-started.,1
job has been re run after data fix,1
brj isssue.,1
"source file issue, successful on rerun",1
"extraction issue, job has been rerun after the issue was solved",1
Source file not available.,1
Job re-run and completed once the file was available.,1
Self-lock occured.,1
The job abended due to tbload issue.,1
The issue was fixed and the job was restarted and completed successfully.,1
Self-lock occured.,1
Then issue was fixed and job was re-started.,1
Self-lock occurred.,1
Then issue was fixed and job was re-started.,1
Job executed successfully at back end.,1
Source issue and job re-run once the issue was resolved.,1
The job abended due to the duplicate data issue.,1
The issue was fixed and the job was restarted and completed successfully.,1
wrongly triggered,1
"tbload issue, job has been rerun",1
Job executed successfully at back end.,1
"source file issue, liaising with dev/source team on this.",1
Self-lock occured.,1
Db lockout issue which was reesolved by re run,1
On re-run job completed successfully.,1
"On re-run, the job was completed successfully.",1
Job executed successfully at back end.,1
"tbload issue, job has been rerun",1
On re-run job completed successfully.,1
"self lock occurred , complete the job by running the script .",1
On re-run job completed successfully.,1
"Due to server issues, the job was terminated.",1
"On re-running after some time, the job got completed successfully.",1
On re-run job completed successfully.,1
"Self lock occurred , completed the job by running the script.",1
"scheduler issue,job has been rerun",1
Not in scope.,1
Job completed successfully on re-run.,1
Self-lock occured.,1
Self-lock occured.,1
Job executed successfully at back end.,1
Previous jobs were overrunning and hence job has reached deadline.,1
"Connectivity issue with BW , on rerun the job completed successfully.",1
Job completed successfully on re-run.,1
The job abended as the stream instance was still active.,1
The stream was closed manually and the job was restarted and completed successfully.,1
Job completed at back end.,1
"brj issue , on rerun the job completed successfully.",1
The Job abended due to database login timeout.,1
The issue was fixed and the job was restarted and completed successfully.,1
liasing with dev team,1
On re-run job completed successfully.,1
Self-lock occurred.,1
Data Issue.,1
Job re-ran successfully after correcting the data.,1
The job abended as the stream instance is active.,1
The process state was updated manually and restarted the job and it completed successfully.,1
tbload was released and job re-run successfully.,1
Then issue was fixed and job was re-started.,1
"source file issue, liasing withsource team",1
"extraction issue, job has been rerun after the issue was solved",1
Self-lock occurred.,1
liaising with Dev team,1
job has been rerun after data fix,1
Self-lock occurred.,1
"scheduler issue,job has been reprocessed.",1
Job has been disabled as it was wrongly triggered (We have kept the schedule in On request),1
Source side issue.,1
The issue was fixed and the job was restarted and completed successfully.,1
Update - Batch re-run completed.,1
Previous day's batch was not closed.,1
Job re-run once it was closed and completed successfully.,1
job has been rerun after data fix,1
We re-executed the job after 1 hr and completed successfully.,1
Duplicate issue.,1
Job compelted on re-run,1
The job abended due to the brj environment issue.,1
The issue was fixed and the job was restarted and completed successfully.,1
re run was successful,1
"On re-run, the job was completed successfully.",1
The job abended due to the Invalid data issue from the source.,1
The issue was fixed and the job was restarted and completed successfully.,1
Job was not triggering from brj.,1
Manually executed the job from back end.,1
Job executed successfully at back end.,1
On re-run job completed successfully.,1
Then issue was fixed and job was re-started.,1
Wrongly triggered,1
Then issue was fixed and job was re-started.,1
rerun was successful,1
The job abended as the stream instance was active.,1
The process state was updated manually and re executed the job and it completed successfully.,1
The job abended due to the brj environment issue.,1
The issue was fixed and the job was restarted and completed successfully.,1
This batch is decommissioned,1
The job abended due to the TODS session issue.,1
The job was restarted in another instance and it completed successfully.,1
"source file issue, file has been copied manually",1
On re-run job completed successfully.,1
The job abended due to the brj environment issue.,1
The issue was fixed and the job was restarted and completed successfully.,1
THe job abended due to the database connection time out issue.,1
The issue was fixed and the job was restarted and completed successfully.,1
Previous day's batch was not closed.,1
Job re-run once it was closed and completed successfully.,1
job has been rerun after data fix,1
"brj issue , on rerun the job completed successfully",1
job has been reprocessed after data fix,1
duplicates in customer file,1
Job executed successfully at back end.,1
"On re-run, the job was completed successfully.",1
On re-run job completed successfully.,1
Source file not available.,1
Job re-run and completed once the file was available.,1
BW server issue.,1
The job abended due to the brj environment issue.,1
The issue was fixed and the job was restarted and completed successfully.,1
Jo was completed successfully.,1
DB lock out issue which was resolved by re-run,1
Job executed successfully at back end.,1
And on re-running job got completed successfully,1
job has been reprocessed after data fix,1
job has been reprocessed after data fix,1
Duplicate issue.,1
Job compelted on re-run,1
Self-lock occurred.,1
Then issue was fixed and job was re-started.,1
Job rerun,1
Job re-run.,1
Job re-run,1
The job abended due to the duplicate data issue.,1
The issue was fixed and the job was restarted and completed successfully.,1
tbload was released and job re-run successfully.,1
The Job Abended as the source file is not received.,1
"tbload issue, job has been rerun",1
The job abended due to the TODS server session hang issue.,1
The issue was fixed and the job was restarted and completed successfully.,1
brj issue.,1
Job completed after the issue resolved.,1
Job executed successfully at back end.,1
On re-run job completed successfully.,1
The job abended as the source file arrived late.,1
The job was restarted once the source file was placed and it completed successfully.,1
Wrongly triggered,1
brj issue,1
tbload was released and job re-run successfully.,1
Self-lock occured.,1
The job abended due to the duplicate data issue.,1
the issue will be fixed with the help of dev team as this is under warranty support.,1
The job was on hold as the source data was not received.,1
On re-run job completed successfully.,1
"Lock issue , tbload release was success.",1
Self-lock occured.,1
brj issue.,1
Job re-run once the issue was fixed.,1
On re-run job completed successfully.,1
The job abended due to the brj environment issue.,1
The issue was fixed and the job was restarted and completed successfully.,1
The Job Abended as the source file is not received.,1
On re-run job completed successfully.,1
"job went ot unknown state due to scheduler issue, job has been manually run and completed successfully.",1
"On re-run, the job was completed successfully.",1
Source file not available.,1
Job re-run and completed once the file was available.,1
Self-lock occurred.,1
Self-lock occurred.,1
Then job re-executed in backed and  has been marked as success in brj,1
On Rerun the job completed successfully.,1
The job abended due to the brj environment issue.,1
The issue was fixed and the job was restarted and completed successfully.,1
The job abended due to the invalid date issue.,1
The issue was fixed and the job was restarted and completed successfully.,1
On re-run job completed successfully.,1
Job was not triggering from brj.,1
Manually executed the job from back end.,1
"extraction issue, job has been rerun after the issue was solved",1
On re-run job completed successfully.,1
"TODS server issue, job has been reprocessed",1
The job abended as the stream was still active.,1
The stream was active as the process state of the jobs are not 99.,1
Update the process state to 99 manually and restarted and the job and it completed successfully.,1
"scheduler issue, job has been reprocessed",1
rerun was successful after data fix,1
"On re-run, the job was completed successfully.",1
"On re-run with correct file, the job was completed successfully.",1
The job abended due to the database login time out issue.,1
The issue was fixed and the job was restarted and completed successfully.,1
Self-lock occurred.,1
"TODS server issue, job will be rerun after the restart of the server.",1
Job was not triggering from brj first time.,1
Re-run was successful.,1
TODS server restarted.,1
"scheduler issue, job has been rerun",1
Then issue was fixed and job was re-started.,1
The job abended due to brj environment issue.,1
The job was restarted after some time and it completed successfully.,1
Job executed successfully at back end.,1
Job executed successfully at back end.,1
job has been rerun after the data fix,1
"Due to brj issue, the job was executed in backend.",1
"TODS server issue, job has been reprocessed",1
Rerun was success,1
Source file not available.,1
Job re-run and completed once the file was available.,1
Source file not available.,1
Job re-run and completed once the file was available.,1
job will be run along with next day's load,1
"scheduler issue, job has been reprocessed",1
Then issue was fixed and job was re-executed,1
rerun was successful after data fix,1
Source issue and job re-run once the issue was resolved.,1
On re-run job completed successfully.,1
On re-run job completed successfully.,1
Re-run the job at back end.,1
manually updated using tdata.,1
Wrongly triggered.,1
On re-run job completed successfully.,1
Job was not triggering from brj.,1
Manually executed the job from back end.,1
On re-run job completed successfully.,1
Wrongly triggered,1
Job executed successfully at back end.,1
"extraction issue, job has been rerun after the issue was solved",1
Job executed successfully at back end.,1
Job executed successfully at back end.,1
On re-run job completed successfully.,1
rerun was successfull after datafix,1
tbload was released and job re-run successfully.,1
self lock,1
Job executed successfully at back end.,1
Job got executed successfully after the re-run.,1
On re-run job completed successfully.,1
job will be run along with today's load.,1
Source issue and job re-run once the issue was resolved.,1
"brj issue , on rerun the job completed successfully.",1
brj issue.On re-run job completed successfully.,1
Self-lock occurred.,1
Source file not available.,1
Job re-run and completed once the file was available.,1
job has been re processed,1
Then issue fixed and job was re-started,1
Source file not available.,1
Job re-run and completed once the file was available.,1
On re-run job completed successfully.,1
manually updated using tdata.,1
Then issue was fixed and job was re-started.,1
The job abended due to the login time out issue.,1
The job was restarted and it completed successfully.,1
"self lock issue,data was manullay inserted",1
Previous day's batch was not closed.,1
Job re-run once it was closed and completed successfully.,1
On re-run completed successfully.,1
Then issue was fixed and job was re-started.,1
The job abended due to the duplicate data issue.,1
The issue was fixed and the job was restarted and completed successfully.,1
The job was wrongly triggered from brj,1
On re-run job completed successfully.,1
Then issue was fixed and re-executed.,1
Job executed successfully at back end.,1
Source side issue.,1
Dev team working on it.,1
Confirmed the job as success.,1
"Self lock occurred , completed the job my running the script",1
file not available,1
"extraction issue, job has been rerun after the issue was solved",1
job has been rerun after data fix,1
job has been rerun after data fix,1
job has been reerun after the data fix,1
Self-lock occurred.,1
On re-run job completed successfully.,1
reraun was successful,1
"brj issue , on rerun the job completed successfully.",1
Job not triggered from brj.,1
manually executed job at back end.,1
BW server issue.,1
Job completed successfully on re-run.,1
Job executed successfully at back end.,1
The job abended due to the brj environment issue.,1
The issue was fixed and the job was restarted and completed successfully.,1
on rerun the job completed successfully.,1
Then job was re-started and completed successfully.,1
Self-lock occurred.,1
"The job abended due to the TODS connection issue, the issue was fixed and the job was restarted and completed successfully.",1
The job abended due to duplicate Value issues.,1
The issue was fixed and the job was restarted and completed successfully.,1
The job abended due to the duplicate data issue.,1
The issue was fixed and the job was restarted and completed successfully.,1
On re-run job completed successfully.,1
tbload was released and job re-run successfully.,1
job has been reprocessed after data fix,1
Source extraction is pending with the source team.once we received the extraction we will procedd the batch run,1
Then job was re-started and completed successfully.,1
Then issue was fixed and job was re-started.,1
The job abended due to the brj environment issue.,1
The issue was fixed and the job was restarted and completed successfully.,1
"in warranty support, liasing with EMs/dev team",1
The Job Abended as the source file is not received.,1
Self-lock occurred.,1
job has been rerun,1
The job abended due to the invalid date issue.,1
The issue was fixed and the job was restarted and completed successfully.,1
tbload was released and job re-run successfully.,1
On re-run job completed successfully.,1
"Self lock occured , completed the batch by running the script",1
Source issue and job re-run once the issue was resolved.,1
"Time out issue , on rerun the job completed successfully.",1
Then issue was fixed and job was re-started.,1
The job abended due to brj environment issue.,1
The job was restarted after some time and it completed successfully.,1
CRM Source was not available.,1
Later after re-running the job completed successfully.,1
Self-lock occured.,1
"scheduler issue, job has been reprocessed",1
brj issue.,1
Job completed after the issue resolved.,1
Source issue and job re-run once the issue was resolved.,1
The job abended due to the brj Connectivity Issue.,1
The job was restarted and completed successfully,1
The job abended due to connection issue.,1
The job was restarted after 5 minutes and it got completed successfully.,1
"Source file not available , contacted the source team.",1
Self-lock occurred.,1
brj connection issue.On re-run job completed successfully.,1
Source issue and job re-run once the issue was resolved.,1
Then issue was fixed and job was re-started.,1
On re-run job completed successfully.,1
Source issue and job re-run once the issue was resolved.,1
TODS issue.,1
Job will be run once it is resolved.,1
